resv_status,rn,adults,child,baby,room_type,id_client,oos,hk_Full_stay,checkout_year,checkout_month,checkout_day,checkout_day_name,hk_half_stay,total_HK
1,2,2,0,0,1,9480252,1,1,2022,5,9,2,0.0,1.0
1,2,2,0,0,1,16171015,1,1,2024,3,18,2,0.0,1.0
1,7,2,0,0,1,14291996,1,1,2023,5,21,1,0.5,1.5
1,5,8,0,0,3,13575601,1,1,2023,6,22,5,0.5,1.5
1,5,4,0,0,1,13576040,1,1,2023,5,27,7,0.5,1.5
1,8,1,0,0,0,13532204,1,2,2023,5,25,5,1.0,3.0
1,5,2,0,0,0,9751328,1,1,2022,7,4,2,0.5,1.5
1,9,2,0,0,0,13508819,1,2,2023,6,8,5,1.0,3.0
1,8,2,0,0,1,10074224,1,2,2022,6,22,4,1.0,3.0
1,5,4,0,0,1,13451367,1,1,2023,5,15,2,0.5,1.5
1,7,2,0,0,0,13091855,1,1,2023,8,2,4,0.5,1.5
1,11,2,0,0,0,13604139,1,2,2023,5,31,4,1.0,3.0
1,8,6,1,0,3,11616400,1,2,2022,10,4,3,1.0,3.0
1,3,2,0,0,1,9201112,1,1,2022,5,10,3,0.0,1.0
1,5,2,0,0,0,14581654,1,1,2023,6,5,2,0.5,1.5
1,5,4,0,0,1,14581654,1,1,2023,6,5,2,0.5,1.5
1,5,4,0,0,1,14581654,1,1,2023,6,5,2,0.5,1.5
1,5,2,0,0,1,14581654,1,1,2023,6,5,2,0.5,1.5
1,7,3,0,0,1,13296272,1,1,2023,9,5,3,0.5,1.5
1,7,7,0,0,3,13775325,1,1,2023,8,1,3,0.5,1.5
1,3,2,0,0,1,9345918,1,1,2022,5,22,1,0.0,1.0
1,7,2,0,0,1,9516330,1,1,2022,5,14,7,0.5,1.5
1,4,6,0,0,2,17360261,1,1,2023,10,1,1,0.5,1.5
1,4,2,0,0,0,9830132,1,1,2022,6,2,5,0.5,1.5
1,7,2,0,0,0,9138559,1,1,2022,6,28,3,0.5,1.5
1,4,2,0,0,0,14702622,1,1,2023,6,2,6,0.5,1.5
1,2,2,0,0,0,15208435,1,1,2023,5,28,1,0.0,1.0
1,5,2,0,0,1,9372657,1,1,2022,5,20,6,0.5,1.5
1,3,1,0,0,0,13866159,1,1,2023,5,28,1,0.0,1.0
1,5,2,0,0,1,16531866,1,1,2023,10,10,3,0.5,1.5
1,7,4,0,0,1,15909547,1,1,2023,8,17,5,0.5,1.5
1,9,2,0,0,0,16959364,1,2,2024,1,13,7,1.0,3.0
1,3,1,0,0,1,13173740,1,1,2023,2,23,5,0.0,1.0
1,4,2,0,0,0,9198691,1,1,2022,4,16,7,0.5,1.5
1,7,4,4,0,2,9593743,1,1,2022,10,22,7,0.5,1.5
1,7,4,4,0,2,9593743,1,1,2022,10,22,7,0.5,1.5
1,3,2,0,0,1,9594665,1,1,2022,5,22,1,0.0,1.0
1,7,2,0,0,0,9606718,1,1,2022,6,29,4,0.5,1.5
1,2,2,0,0,1,14928067,1,1,2023,10,17,3,0.0,1.0
1,3,2,0,0,0,13337970,1,1,2023,2,3,6,0.0,1.0
1,7,2,0,0,1,14428026,1,1,2023,5,10,4,0.5,1.5
1,8,2,0,0,1,7401421,1,2,2021,9,16,5,1.0,3.0
1,3,2,0,0,1,10377742,1,1,2022,10,15,7,0.0,1.0
1,4,2,0,0,1,14056855,1,1,2023,5,25,5,0.5,1.5
1,1,1,0,0,0,9354860,1,1,2022,6,17,6,0.0,1.0
1,11,2,0,0,0,12834563,1,2,2023,7,29,7,1.0,3.0
1,7,2,3,0,2,9064990,1,1,2022,4,15,6,0.5,1.5
1,1,2,0,0,0,9070363,1,1,2022,7,31,1,0.0,1.0
1,1,2,0,0,1,12921035,1,1,2023,1,25,4,0.0,1.0
1,3,3,0,0,2,9566226,1,1,2022,10,11,3,0.0,1.0
1,7,4,0,0,1,15064234,1,1,2023,8,7,2,0.5,1.5
1,9,2,4,0,2,13189050,1,2,2023,4,21,6,1.0,3.0
1,5,2,0,0,0,15488736,1,1,2023,10,18,4,0.5,1.5
1,7,2,2,0,1,11497193,1,1,2022,9,22,5,0.5,1.5
1,1,2,0,0,0,10182020,1,1,2022,7,18,2,0.0,1.0
1,4,2,0,0,1,9165181,1,1,2022,5,7,7,0.5,1.5
1,9,2,0,0,0,9666150,1,2,2022,6,8,4,1.0,3.0
1,4,4,0,0,1,14192438,1,1,2023,5,21,1,0.5,1.5
1,4,3,0,0,2,14192438,1,1,2023,5,21,1,0.5,1.5
1,4,4,0,0,1,13186009,1,1,2023,6,20,3,0.5,1.5
1,20,1,0,0,0,16390763,1,3,2024,1,22,2,2.5,5.5
1,4,2,0,0,0,13084234,1,1,2023,6,5,2,0.5,1.5
1,5,2,0,0,1,13077824,1,1,2023,3,23,5,0.5,1.5
1,5,4,0,0,2,11039229,1,1,2022,9,9,6,0.5,1.5
1,3,2,0,0,0,15390963,1,1,2023,7,7,6,0.0,1.0
1,7,2,0,0,0,11526715,1,1,2022,10,30,1,0.5,1.5
1,7,2,0,0,0,11526473,1,1,2022,10,30,1,0.5,1.5
1,2,2,0,0,0,8722655,1,1,2022,2,27,1,0.0,1.0
1,5,2,0,0,0,14853446,1,1,2023,6,6,3,0.5,1.5
1,5,1,0,0,0,14057914,1,1,2023,5,10,4,0.5,1.5
1,5,2,2,0,1,14005409,1,1,2023,7,3,2,0.5,1.5
1,6,1,0,0,1,16394537,1,1,2023,11,10,6,0.5,1.5
1,7,5,0,0,2,11949376,1,1,2022,9,26,2,0.5,1.5
1,1,4,0,0,1,10846269,1,1,2022,7,11,2,0.0,1.0
1,7,2,0,0,1,15269096,1,1,2023,11,4,7,0.5,1.5
1,3,1,0,0,0,9484332,1,1,2022,5,7,7,0.0,1.0
1,2,2,0,0,1,12978166,1,1,2023,1,6,6,0.0,1.0
1,5,2,0,0,1,15466223,1,1,2023,7,7,6,0.5,1.5
1,3,2,0,0,0,14819357,1,1,2023,8,20,1,0.0,1.0
1,5,1,0,0,0,13649355,1,1,2023,5,9,3,0.5,1.5
1,7,2,0,0,1,9723171,1,1,2022,9,21,4,0.5,1.5
1,5,8,0,0,3,13102538,1,1,2023,8,7,2,0.5,1.5
1,3,2,0,0,1,14518352,1,1,2023,5,16,3,0.0,1.0
1,1,2,0,0,0,10181050,1,1,2022,6,14,3,0.0,1.0
1,3,1,0,0,0,13607406,1,1,2023,10,18,4,0.0,1.0
1,6,1,0,0,1,9305861,1,1,2022,5,10,3,0.5,1.5
1,7,7,0,0,3,9308427,1,1,2022,9,11,1,0.5,1.5
1,3,2,0,0,1,15777154,1,1,2023,10,24,3,0.0,1.0
1,9,4,0,0,1,13461787,1,2,2023,6,15,5,1.0,3.0
1,1,4,0,0,1,9300221,1,1,2022,4,17,1,0.0,1.0
1,5,2,0,0,1,14021253,1,1,2023,8,31,5,0.5,1.5
1,4,4,0,0,1,15000986,1,1,2023,7,23,1,0.5,1.5
1,6,2,0,0,0,11055957,1,1,2022,11,4,6,0.5,1.5
1,3,4,0,0,2,16759337,1,1,2023,8,8,3,0.0,1.0
1,7,2,0,0,1,15280148,1,1,2023,10,16,2,0.5,1.5
1,7,2,0,0,0,9114098,1,1,2022,9,1,5,0.5,1.5
1,2,2,0,0,1,14519269,1,1,2023,4,18,3,0.0,1.0
1,7,2,0,0,0,9221129,1,1,2022,6,23,5,0.5,1.5
1,7,2,0,0,0,9102347,1,1,2022,9,20,3,0.5,1.5
1,4,5,0,0,2,13670449,1,1,2023,9,17,1,0.5,1.5
1,5,1,0,0,0,8670691,1,1,2022,2,21,2,0.5,1.5
1,3,2,0,0,0,16210990,1,1,2023,9,24,1,0.0,1.0
1,7,1,0,0,0,12690237,1,1,2022,12,7,4,0.5,1.5
1,4,4,0,0,2,9343136,1,1,2022,5,16,2,0.5,1.5
1,1,2,0,0,1,13287342,1,1,2023,1,29,1,0.0,1.0
1,7,2,4,0,2,11527925,1,1,2022,10,5,4,0.5,1.5
1,3,2,0,0,0,14261212,1,1,2023,4,19,4,0.0,1.0
1,7,2,0,0,0,14251800,1,1,2023,5,24,4,0.5,1.5
1,5,3,0,0,1,14219986,1,1,2023,5,6,7,0.5,1.5
1,8,2,0,0,1,13198134,1,2,2023,5,21,1,1.0,3.0
1,1,2,0,0,1,14955132,1,1,2023,5,14,1,0.0,1.0
1,7,1,0,0,1,14902849,1,1,2023,10,7,7,0.5,1.5
1,7,2,0,1,1,14902849,1,1,2023,10,7,7,0.5,1.5
1,6,2,0,0,0,7709270,1,1,2021,10,23,7,0.5,1.5
1,4,3,1,0,1,14491328,1,1,2023,9,3,1,0.5,1.5
1,5,2,0,0,0,15963485,1,1,2023,7,30,1,0.5,1.5
1,7,1,0,0,1,10458523,1,1,2022,9,27,3,0.5,1.5
1,6,1,0,0,0,12639068,1,1,2022,11,26,7,0.5,1.5
1,7,4,0,0,1,13975990,1,1,2023,6,2,6,0.5,1.5
1,7,3,0,0,1,13975990,1,1,2023,6,2,6,0.5,1.5
1,6,4,0,0,1,13144543,1,1,2023,6,30,6,0.5,1.5
1,6,4,0,0,1,13144543,1,1,2023,6,30,6,0.5,1.5
1,7,2,0,0,0,13149949,1,1,2023,5,24,4,0.5,1.5
1,4,3,0,0,1,13186095,1,1,2023,6,20,3,0.5,1.5
1,7,2,0,0,1,10905584,1,1,2022,10,14,6,0.5,1.5
1,2,2,0,0,1,13118044,1,1,2023,1,22,1,0.0,1.0
1,5,2,0,0,0,13220101,1,1,2023,4,22,7,0.5,1.5
1,6,2,0,0,1,14755131,1,1,2023,5,20,7,0.5,1.5
1,7,3,0,0,1,14756429,1,1,2023,5,9,3,0.5,1.5
1,7,1,0,0,0,13270568,1,1,2023,5,16,3,0.5,1.5
1,2,2,0,0,0,13363205,1,1,2023,2,5,1,0.0,1.0
1,6,2,0,0,0,9128003,1,1,2022,5,6,6,0.5,1.5
1,7,5,0,0,2,12904604,1,1,2023,7,10,2,0.5,1.5
1,2,2,0,0,1,14830351,1,1,2023,5,7,1,0.0,1.0
1,5,2,0,0,0,14834362,1,1,2023,8,2,4,0.5,1.5
1,8,1,0,0,1,10543280,1,2,2022,10,1,7,1.0,3.0
1,5,1,0,0,0,14924914,1,1,2023,5,19,6,0.5,1.5
1,7,2,0,0,0,13022350,1,1,2023,6,8,5,0.5,1.5
1,7,3,0,0,1,16607971,1,1,2023,10,10,3,0.5,1.5
1,7,1,0,0,0,13290191,1,1,2023,5,2,3,0.5,1.5
1,7,4,0,0,1,15333230,1,1,2023,7,28,6,0.5,1.5
1,6,4,0,0,1,13159256,1,1,2023,8,22,3,0.5,1.5
1,6,4,0,0,1,13159256,1,1,2023,8,22,3,0.5,1.5
1,4,2,0,0,1,11531706,1,1,2022,9,23,6,0.5,1.5
1,3,3,0,0,1,14678373,1,1,2023,5,26,6,0.0,1.0
1,6,2,0,0,0,8597842,1,1,2022,3,25,6,0.5,1.5
1,4,2,0,0,0,7658237,1,1,2021,10,3,1,0.5,1.5
1,4,3,0,0,1,17237541,1,1,2023,9,15,6,0.5,1.5
1,5,2,0,0,0,17222587,1,1,2023,9,30,7,0.5,1.5
1,4,2,0,0,1,15336400,1,1,2023,8,20,1,0.5,1.5
1,9,4,1,0,2,14944229,1,2,2023,10,25,4,1.0,3.0
1,7,2,0,0,1,9116040,1,1,2022,6,27,2,0.5,1.5
1,7,2,0,0,0,9109061,1,1,2022,5,31,3,0.5,1.5
1,6,2,0,0,0,9121067,1,1,2022,8,24,4,0.5,1.5
1,3,2,0,0,0,13137651,1,1,2023,6,14,4,0.0,1.0
1,4,5,0,0,2,16591993,1,1,2023,8,18,6,0.5,1.5
1,7,2,2,0,1,13080347,1,1,2023,6,14,4,0.5,1.5
1,7,2,0,0,0,13891031,1,1,2023,5,15,2,0.5,1.5
1,9,1,0,0,0,15101313,1,2,2023,6,2,6,1.0,3.0
1,1,2,0,0,0,11820428,1,1,2022,9,10,7,0.0,1.0
1,5,2,0,0,0,13854167,1,1,2023,5,26,6,0.5,1.5
1,7,2,0,0,0,14782806,1,1,2023,9,8,6,0.5,1.5
1,7,5,0,0,2,13081396,1,1,2023,7,20,5,0.5,1.5
1,4,3,0,0,1,9348683,1,1,2022,5,7,7,0.5,1.5
1,5,2,0,0,1,15616588,1,1,2023,6,26,2,0.5,1.5
1,7,2,0,0,0,13962082,1,1,2023,5,31,4,0.5,1.5
1,4,2,1,0,1,13835783,1,1,2023,5,4,5,0.5,1.5
1,8,3,0,0,1,13944145,1,2,2023,5,30,3,1.0,3.0
1,9,2,0,0,0,13218441,1,2,2023,3,22,4,1.0,3.0
1,1,2,0,0,1,9807844,1,1,2022,5,29,1,0.0,1.0
1,1,1,0,0,0,10528675,1,1,2022,7,12,3,0.0,1.0
1,4,7,0,0,3,7434033,1,1,2021,9,16,5,0.5,1.5
1,3,2,2,0,1,10528221,1,1,2022,8,20,7,0.0,1.0
1,3,6,0,0,2,16590316,1,1,2023,8,24,5,0.0,1.0
1,7,1,0,0,0,10170686,1,1,2022,9,27,3,0.5,1.5
1,5,2,0,0,0,15316608,1,1,2023,6,24,7,0.5,1.5
1,5,2,0,0,1,9131277,1,1,2022,5,6,6,0.5,1.5
1,1,1,0,0,0,11062990,1,1,2022,7,30,7,0.0,1.0
1,1,5,2,0,3,13794159,1,1,2023,6,12,2,0.0,1.0
1,9,3,0,0,1,14884488,1,2,2023,5,31,4,1.0,3.0
1,7,3,0,0,1,13852408,1,1,2023,5,3,4,0.5,1.5
1,7,2,0,0,1,9532143,1,1,2022,10,17,2,0.5,1.5
1,7,1,0,0,0,10148071,1,1,2022,9,27,3,0.5,1.5
1,8,2,0,0,0,13476917,1,2,2023,5,24,4,1.0,3.0
1,9,2,0,0,0,16718022,1,2,2023,10,13,6,1.0,3.0
1,9,2,0,0,0,16718022,1,2,2023,10,13,6,1.0,3.0
1,9,2,0,0,1,16718022,1,2,2023,10,13,6,1.0,3.0
1,3,7,0,0,3,16187943,1,1,2023,9,24,1,0.0,1.0
1,6,2,0,0,1,11882975,1,1,2022,9,23,6,0.5,1.5
1,2,2,0,0,1,8763040,1,1,2022,3,28,2,0.0,1.0
1,1,1,0,0,0,9723699,1,1,2022,5,25,4,0.0,1.0
1,4,2,0,0,1,16842510,1,1,2023,9,21,5,0.5,1.5
1,4,1,0,0,0,13160318,1,1,2023,5,15,2,0.5,1.5
1,7,2,0,0,0,10056623,1,1,2022,9,23,6,0.5,1.5
1,9,1,0,0,0,9594772,1,2,2022,6,16,5,1.0,3.0
1,7,2,0,0,0,13409428,1,1,2023,3,18,7,0.5,1.5
1,5,4,0,0,1,17329629,1,1,2023,9,8,6,0.5,1.5
1,3,4,0,0,1,11943411,1,1,2022,9,27,3,0.0,1.0
1,7,2,0,0,0,11955902,1,1,2022,10,22,7,0.5,1.5
1,7,1,0,0,1,14580398,1,1,2023,5,2,3,0.5,1.5
1,5,4,0,0,1,9315271,1,1,2022,6,16,5,0.5,1.5
1,3,8,0,0,3,13198710,1,1,2023,5,21,1,0.0,1.0
1,3,2,0,0,0,13198710,1,1,2023,5,21,1,0.0,1.0
1,3,6,0,0,2,13198710,1,1,2023,5,21,1,0.0,1.0
1,5,2,0,0,0,13405260,1,1,2023,4,27,5,0.5,1.5
1,5,2,0,0,0,17256753,1,1,2023,9,8,6,0.5,1.5
1,3,2,0,0,0,13538177,1,1,2023,4,19,4,0.0,1.0
1,7,1,0,0,0,7769178,1,1,2021,10,17,1,0.5,1.5
1,7,3,3,0,3,11267810,1,1,2022,10,12,4,0.5,1.5
1,1,4,0,0,1,9329275,1,1,2022,6,11,7,0.0,1.0
1,9,4,2,0,3,14257875,1,2,2023,10,11,4,1.0,3.0
1,2,2,1,0,1,9974453,1,1,2022,6,8,4,0.0,1.0
1,3,1,1,0,0,8988222,1,1,2022,4,5,3,0.0,1.0
1,7,2,0,0,1,16495270,1,1,2023,9,21,5,0.5,1.5
1,10,1,0,0,1,14980358,1,2,2023,5,27,7,1.0,3.0
1,4,2,0,0,1,11819094,1,1,2022,9,26,2,0.5,1.5
1,7,2,0,0,0,8519534,1,1,2022,2,7,2,0.5,1.5
1,9,2,0,0,0,9163343,1,2,2022,7,1,6,1.0,3.0
1,9,1,0,0,1,13189056,1,2,2023,4,21,6,1.0,3.0
1,2,3,3,0,2,11267830,1,1,2022,10,5,4,0.0,1.0
1,1,1,0,0,0,11366289,1,1,2022,8,10,4,0.0,1.0
1,7,2,0,0,0,9216978,1,1,2022,8,1,2,0.5,1.5
1,3,2,0,0,0,15128654,1,1,2023,5,25,5,0.0,1.0
1,4,1,3,0,1,16544505,1,1,2023,8,11,6,0.5,1.5
1,7,4,0,0,1,13638575,1,1,2023,4,8,7,0.5,1.5
1,7,2,0,0,1,9987855,1,1,2022,10,5,4,0.5,1.5
1,7,2,0,0,0,9027539,1,1,2022,8,10,4,0.5,1.5
1,10,2,0,0,0,12035462,1,2,2022,10,12,4,1.0,3.0
1,7,2,0,0,1,9288588,1,1,2022,5,24,3,0.5,1.5
1,8,2,0,0,1,11517261,1,2,2022,10,5,4,1.0,3.0
1,1,2,0,0,0,16610973,1,1,2023,9,7,5,0.0,1.0
1,5,2,0,0,1,17423381,1,1,2023,9,8,6,0.5,1.5
1,3,2,1,0,1,9280004,1,1,2022,5,28,7,0.0,1.0
1,7,1,0,0,0,9165042,1,1,2022,5,24,3,0.5,1.5
1,9,2,0,0,0,13306481,1,2,2023,5,18,5,1.0,3.0
1,4,2,0,0,0,15501782,1,1,2023,6,17,7,0.5,1.5
1,1,2,0,0,0,9985763,1,1,2022,7,2,7,0.0,1.0
1,7,2,0,0,0,16296318,1,1,2023,10,10,3,0.5,1.5
1,3,2,0,0,1,9151302,1,1,2022,4,9,7,0.0,1.0
1,2,2,0,0,0,13275697,1,1,2023,1,25,4,0.0,1.0
1,1,1,0,0,0,9521628,1,1,2022,5,11,4,0.0,1.0
1,5,3,0,0,1,9294947,1,1,2022,4,28,5,0.5,1.5
1,3,2,0,0,1,12212264,1,1,2022,10,25,3,0.0,1.0
1,2,2,0,0,1,17224470,1,1,2023,10,17,3,0.0,1.0
1,3,2,0,0,0,9534848,1,1,2022,9,30,6,0.0,1.0
1,7,2,0,0,1,9279569,1,1,2022,5,16,2,0.5,1.5
1,9,2,0,0,0,6595808,1,2,2021,6,4,6,1.0,3.0
1,3,4,0,0,1,9463449,1,1,2022,5,26,5,0.0,1.0
1,8,5,0,0,2,13149640,1,2,2023,7,8,7,1.0,3.0
1,4,4,0,0,1,14927518,1,1,2023,7,17,2,0.5,1.5
1,7,2,0,0,0,15332995,1,1,2023,10,26,5,0.5,1.5
1,7,2,0,0,1,11991601,1,1,2022,10,25,3,0.5,1.5
1,4,2,0,0,0,7616719,1,1,2021,9,27,2,0.5,1.5
1,7,2,0,0,0,9278105,1,1,2022,9,18,1,0.5,1.5
1,2,2,0,0,1,14848636,1,1,2023,5,22,2,0.0,1.0
1,7,2,0,0,0,13199951,1,1,2023,1,25,4,0.5,1.5
1,2,4,0,0,1,16693137,1,1,2023,8,8,3,0.0,1.0
1,5,4,0,0,1,9213594,1,1,2022,5,20,6,0.5,1.5
1,7,3,0,0,1,9680724,1,1,2022,6,25,7,0.5,1.5
1,13,2,1,0,1,10409221,1,2,2022,9,27,3,1.5,3.5
1,7,2,0,0,1,9182949,1,1,2022,4,27,4,0.5,1.5
1,6,2,0,0,0,13202915,1,1,2023,6,11,1,0.5,1.5
1,7,2,0,0,0,9933552,1,1,2022,10,5,4,0.5,1.5
1,7,2,0,0,0,9933552,1,1,2022,10,5,4,0.5,1.5
1,7,2,0,0,0,9581470,1,1,2022,8,22,2,0.5,1.5
1,6,2,0,0,0,12032482,1,1,2022,11,5,7,0.5,1.5
1,7,2,0,0,0,13137651,1,1,2023,6,11,1,0.5,1.5
1,5,3,0,0,1,13179072,1,1,2023,4,8,7,0.5,1.5
1,4,2,0,0,0,10061158,1,1,2022,7,2,7,0.5,1.5
1,5,1,1,0,0,13749922,1,1,2023,8,17,5,0.5,1.5
1,5,2,0,0,1,16863980,1,1,2023,9,24,1,0.5,1.5
1,5,4,0,0,1,15826800,1,1,2023,7,26,4,0.5,1.5
1,6,6,0,0,3,7528970,1,1,2021,10,2,7,0.5,1.5
1,3,3,0,0,1,10813122,1,1,2022,9,21,4,0.0,1.0
1,6,2,0,0,0,9174957,1,1,2022,4,24,1,0.5,1.5
1,4,5,0,0,2,16306102,1,1,2023,9,1,6,0.5,1.5
1,3,4,0,0,1,16961467,1,1,2023,8,30,4,0.0,1.0
1,8,2,0,0,0,9018901,1,2,2022,7,19,3,1.0,3.0
1,7,4,0,0,1,9018435,1,1,2022,6,10,6,0.5,1.5
1,7,4,0,0,1,9018435,1,1,2022,6,10,6,0.5,1.5
1,7,4,0,0,1,9018435,1,1,2022,6,10,6,0.5,1.5
1,1,2,0,0,0,15004623,1,1,2023,5,16,3,0.0,1.0
1,4,2,0,0,0,14918851,1,1,2023,5,23,3,0.5,1.5
1,7,2,0,0,0,13134759,1,1,2023,6,15,5,0.5,1.5
1,7,4,0,0,1,15596201,1,1,2023,10,22,1,0.5,1.5
1,10,1,1,0,0,13487294,1,2,2023,7,19,4,1.0,3.0
1,4,2,0,0,1,11936456,1,1,2022,9,23,6,0.5,1.5
1,10,2,0,0,1,6617579,1,2,2021,6,14,2,1.0,3.0
1,5,2,0,0,0,15762839,1,1,2023,9,14,5,0.5,1.5
1,5,4,0,0,2,16606390,1,1,2023,10,2,2,0.5,1.5
1,3,1,0,0,1,15601977,1,1,2023,10,17,3,0.0,1.0
1,7,2,0,0,0,15597003,1,1,2023,10,17,3,0.5,1.5
1,7,1,0,0,0,8024908,1,1,2021,11,22,2,0.5,1.5
1,5,2,0,0,1,17423429,1,1,2023,9,8,6,0.5,1.5
1,10,2,0,0,0,14608197,1,2,2023,9,27,4,1.0,3.0
1,3,1,0,0,0,13332568,1,1,2023,7,24,2,0.0,1.0
1,6,2,0,0,0,9438086,1,1,2022,9,20,3,0.5,1.5
1,10,2,0,0,0,13065750,1,2,2023,7,20,5,1.0,3.0
1,10,2,0,0,0,15428815,1,2,2023,9,28,5,1.0,3.0
1,7,2,0,0,0,13044992,1,1,2023,7,19,4,0.5,1.5
1,3,2,0,0,1,9415466,1,1,2022,6,30,5,0.0,1.0
1,6,2,0,0,0,9841989,1,1,2022,7,26,3,0.5,1.5
1,4,2,0,0,0,13286940,1,1,2023,1,26,5,0.5,1.5
1,4,2,0,0,1,12155812,1,1,2022,10,25,3,0.5,1.5
1,19,2,0,0,0,9021644,1,3,2022,8,6,7,2.0,5.0
1,2,2,0,0,1,11690358,1,1,2022,9,12,2,0.0,1.0
1,3,2,0,0,0,12993866,1,1,2023,8,24,5,0.0,1.0
1,4,7,0,0,3,9465042,1,1,2022,5,22,1,0.5,1.5
1,4,2,0,0,1,12512780,1,1,2022,11,23,4,0.5,1.5
1,3,4,0,0,1,14251893,1,1,2023,7,30,1,0.0,1.0
1,3,4,1,0,2,14251893,1,1,2023,7,30,1,0.0,1.0
1,7,2,0,0,1,13835966,1,1,2023,5,19,6,0.5,1.5
1,4,2,0,0,0,7361632,1,1,2021,9,24,6,0.5,1.5
1,4,2,0,0,0,10415499,1,1,2022,9,12,2,0.5,1.5
1,4,2,0,0,0,9193054,1,1,2022,4,28,5,0.5,1.5
1,5,4,0,0,1,13451263,1,1,2023,5,15,2,0.5,1.5
1,2,2,0,0,0,14741939,1,1,2023,6,26,2,0.0,1.0
1,8,2,0,0,0,13775435,1,2,2023,4,27,5,1.0,3.0
1,4,2,0,0,0,13185374,1,1,2023,4,10,2,0.5,1.5
1,4,4,0,0,1,9291841,1,1,2022,5,14,7,0.5,1.5
1,7,2,0,0,0,9650171,1,1,2022,7,20,4,0.5,1.5
1,7,2,0,0,0,9995810,1,1,2022,7,3,1,0.5,1.5
1,6,2,0,0,0,9843149,1,1,2022,9,24,7,0.5,1.5
1,7,2,0,0,0,13588954,1,1,2023,8,17,5,0.5,1.5
1,7,2,0,0,1,9390126,1,1,2022,5,21,7,0.5,1.5
1,5,2,0,0,0,13314505,1,1,2023,7,7,6,0.5,1.5
1,3,2,0,0,0,11830721,1,1,2022,9,22,5,0.0,1.0
1,3,2,0,0,1,13234315,1,1,2023,1,25,4,0.0,1.0
1,4,4,0,0,1,11962580,1,1,2022,11,4,6,0.5,1.5
1,1,2,0,0,0,13933716,1,1,2023,6,17,7,0.0,1.0
1,4,2,0,0,0,9664738,1,1,2022,5,21,7,0.5,1.5
1,7,2,0,0,0,14928579,1,1,2023,6,27,3,0.5,1.5
1,9,4,0,0,1,13397333,1,2,2023,6,15,5,1.0,3.0
1,3,7,0,0,3,13607868,1,1,2023,5,9,3,0.0,1.0
1,5,2,0,0,0,11215316,1,1,2022,10,20,5,0.5,1.5
1,9,2,0,0,1,13409558,1,2,2023,4,4,3,1.0,3.0
1,5,4,0,0,1,13403793,1,1,2023,5,15,2,0.5,1.5
1,4,4,0,0,1,10245555,1,1,2022,9,20,3,0.5,1.5
1,14,2,0,0,1,12382976,1,2,2023,3,14,3,1.5,3.5
1,1,2,0,0,1,11105884,1,1,2022,8,29,2,0.0,1.0
1,9,2,0,0,0,14519780,1,2,2023,5,21,1,1.0,3.0
1,6,3,1,0,2,11929419,1,1,2022,10,28,6,0.5,1.5
1,4,6,0,0,2,15253482,1,1,2023,9,7,5,0.5,1.5
1,5,4,0,0,1,14419373,1,1,2023,5,14,1,0.5,1.5
1,5,2,0,0,0,9314627,1,1,2022,4,28,5,0.5,1.5
1,5,2,0,0,0,13348851,1,1,2023,4,30,1,0.5,1.5
1,7,2,0,0,0,9281144,1,1,2022,6,16,5,0.5,1.5
1,3,5,0,0,3,14159942,1,1,2023,9,17,1,0.0,1.0
1,7,6,0,0,2,13090125,1,1,2023,7,9,1,0.5,1.5
1,5,2,0,0,0,14225035,1,1,2023,7,18,3,0.5,1.5
1,7,2,0,0,1,13102789,1,1,2023,2,13,2,0.5,1.5
1,3,1,0,0,0,13103124,1,1,2023,4,23,1,0.0,1.0
1,5,1,0,0,1,13877574,1,1,2023,3,13,2,0.5,1.5
1,2,1,0,0,1,11767881,1,1,2022,10,16,1,0.0,1.0
1,8,2,0,0,1,14789208,1,2,2023,5,24,4,1.0,3.0
1,7,4,0,0,1,9562839,1,1,2022,6,16,5,0.5,1.5
1,5,2,0,0,0,9071552,1,1,2022,7,10,1,0.5,1.5
1,7,2,0,0,0,13159647,1,1,2023,6,20,3,0.5,1.5
1,5,2,0,0,0,12276278,1,1,2022,10,28,6,0.5,1.5
1,4,1,0,0,0,13357407,1,1,2023,2,4,7,0.5,1.5
1,7,3,1,0,1,13261067,1,1,2023,7,11,3,0.5,1.5
1,7,2,0,0,1,9147951,1,1,2022,6,12,1,0.5,1.5
1,4,2,0,0,1,14284804,1,1,2023,4,6,5,0.5,1.5
1,5,2,0,0,0,9187565,1,1,2022,6,30,5,0.5,1.5
1,6,2,0,0,0,9191973,1,1,2022,5,30,2,0.5,1.5
1,7,2,0,0,0,14610056,1,1,2023,10,21,7,0.5,1.5
1,8,1,0,0,1,10897297,1,2,2022,10,16,1,1.0,3.0
1,6,3,3,0,2,17217572,1,1,2023,11,1,4,0.5,1.5
1,2,1,0,0,1,9759950,1,1,2022,5,28,7,0.0,1.0
1,7,2,0,0,1,9124537,1,1,2022,6,5,1,0.5,1.5
1,4,2,0,0,1,9470507,1,1,2022,5,28,7,0.5,1.5
1,4,2,0,0,0,11037445,1,1,2022,8,12,6,0.5,1.5
1,4,1,0,0,1,13408570,1,1,2023,3,30,5,0.5,1.5
1,9,2,2,0,1,13477730,1,2,2023,7,13,5,1.0,3.0
1,3,4,0,0,1,13353400,1,1,2023,5,7,1,0.0,1.0
1,3,4,0,0,1,13353400,1,1,2023,5,7,1,0.0,1.0
